날짜,번호,뉴스 제목
2023.11.07,101,"서울 시내 모든 대중교통 ‘빈대 방역’…지하철·버스·택시 좌석, 스팀..."
2023.11.07,102,"""지하철·버스 빈대 막아라""…서울시, 집중 방역 강화"
2023.11.07,103,"서울시, 버스·지하철 등 대중교통 빈대 방역 강화"
2023.11.07,104,"전북도, 빈대 확산 방지 총력 대응...현재 0건"
2023.11.07,105,"'빈대 막아라'…서울시, 지하철-버스-택시 집중방역"
2023.11.07,106,"""빈대 없애라""…서울시, 버스·지하철도 방역 실시"
2023.11.07,107,누적 신고 30여건… 전국 ‘빈대’ 비상에 합동대책본부 첫 회의
2023.11.07,108,"전북도, 유해 해충 빈대 방제 총력"
2023.11.07,109,"질병관리청 관계자 ""빈대, 질병 매개 곤충 아니니 '개인'이 알아서 해라..."
2023.11.07,110,"""코트서 빈대 나왔다…수원역 무궁화→대전 KTX→대구 이동"""
2023.11.07,111,"서울시, 지하철·버스·택시 '빈대 방역' 강화"
2023.11.07,112,전북도 ‘빈대 확산방지 TF팀 운영회의’ 개최
2023.11.07,113,계속된 확산에 '빈대 공포' 느끼는 대구 시민들…대구시 예의 주시 중
2023.11.07,114,"인천시, ‘빈대 퇴치’ 방역체계 강화"
2023.11.07,115,"'빈대와 전쟁'…서울시, 지하철·버스·택시 집중 방역"
2023.11.07,116,"인천시, 빈대 확산방지 합동대책반 가동"
2023.11.07,117,"대구광역시, 빈대 확산 방지 및 관리 강화에 나선다!"
2023.11.07,118,"인천시, 빈대 확산방지 위해 합동대책반 가동"
2023.11.07,119,[대구시정] 대구농수산물도매시장 이전 '경제적 타당성 있다' 外
2023.11.07,120,"""기차·지하철 탔다 코트 벗으니 빈대가"" SNS 목격담 확산"
2023.11.07,121,"대구시, 빈대 확산 방지 관리 강화…합동대책반 구성·운영"
2023.11.07,122,"대구시, “빈대 확산을 막아라”"
2023.11.07,123,"“코트에서 빈대가 ‘툭’, 잡으니 피가”…목격담 확산"
2023.11.07,124,"""빈대 피해 막아라"" 구로구, 목욕탕·숙박업소 중점 30일까지 현미경 위..."
2023.11.07,125,이불·옷 건조기로 말리면 '빈대'는 물론이고 '알'까지 바싹 말려 박멸...
2023.11.07,126,"“빈대 막아라”…서울지하철 직물 의자 스팀 살충, 택시 하루 2회 청소"
2023.11.07,127,"‘빈대 공포’ 일상으로... 서울시, 대중교통 방역 강화"
2023.11.07,128,"잇따른 빈대 출현에 서울시, 지하철·버스 방역 강화한다"
2023.11.07,129,"인천시, 빈대 확산방지 위해 합동대책반 가동"
2023.11.07,130,인천시 빈대 확산방지 위해 합동대책반 가동
2023.11.07,131,잦은 빈대 출몰에 '전국합동상황판' 운영… 대체 살충제도 검토
2023.11.07,132,"빈대 물린자국 이야?, 혹시 우리집에도? '이것' 확인해야... 퇴치제, 증상..."
2023.11.07,133,"인천시, 빈대 확산방지 합동대책반 가동…소독의무시설·고시원 등 방제..."
2023.11.07,134,“물류창고서 빈대 나왔다”…‘빈대 공포’에 미확인글까지
2023.11.07,135,"춘천시, 빈대 확산방지 선제적 예방·대응 추진"
2023.11.07,136,"인천시, 빈대 확산 방지 소독·방제 강화"
2023.11.07,137,"빈대의 습격··· 구로구, 30일까지 목욕탕·숙박업소 위생점검"
2023.11.07,138,"평택보건소 침대 속 흡혈귀 빈대, 바로 알고 예방하세요~"
2023.11.07,139,"인천시, 빈대 확산방지 위해 합동대책반 가동"
2023.11.07,140,"대구시, 빈대 확산 방지·관리 강화 나선다"
2023.11.07,141,"대구시, 빈대 확산 방지·관리 강화 나선다"
2023.11.07,142,"빈대 대란에 서울시, 강력한 대책 세웠다…“앞으로 지하철 '이것' 싹 교..."
2023.11.07,143,"춘천시, 빈대 확산 방지 대응 추진…합동점검반 편성"
2023.11.07,144,"서울 습격한 빈대...대중교통 방역 집중 강화 ""직물소재 변경 추진"""
2023.11.07,145,"서울시, 대중교통 방역 강화 ... 빈대 출현 사태에 선제적 대응"
2023.11.07,146,“지하철 앉기 불안” “벌레만 나와도 놀라”… 전국 번진 ‘빈대공포...
2023.11.07,147,"춘천시, 빈대 확산 방지 찜질방·숙박업소 특별점검"
2023.11.07,148,"전국 '빈대' 비상…인천시, '빈대 합동대책반' 가동"
2023.11.07,149,"대구시, 빈대 확산 방지 합동대책반 구성·운영"
2023.11.07,150,"서울시, 빈대 출몰에 대중교통 방역 강화"
2023.11.07,151,"대구시, '빈대' 방제·확산 방지 선제 대응...합동대책반 가동"
2023.11.07,152,"지하철부터 버스·택시까지…서울시, 대중교통 빈대 방역 나선다"
2023.11.07,153,"경기도, 빈대 예방을 위한 숙박업소 등 특별점검 추진"
2023.11.07,154,"[생활경제 이슈] 쿠팡, '로켓직구 광군제' 진행 外"
2023.11.07,155,[연합뉴스 이 시각 헤드라인] - 18:00
2023.11.07,156,"정부가 허가한 '빈대 살충제' 무용지물...""원액에 빈대를 담가도 죽지 않..."
2023.11.07,157,"'빈대' 의심신고 누적 30여건 '비상'…정부 합동대책본부, 발생현황 파악"
2023.11.07,158,기차·지하철·버스까지?...'빈대 공포' 대중교통으로 확산
2023.11.07,159,대중교통·숙박시설 등 4주간 빈대 집중방제…살충제 추가 공수(종합)
2023.11.07,160,"""지하철 자리 앉기 무섭네""…빈대 신고 30건으로 늘어"
2023.11.07,161,수원 무궁화·대전 KTX 타고 대구 도착했더니…전국 빈대 목격담 속출
2023.11.07,162,광주 지하철 의자 안전할까?… ‘빈대 공포’ 확산
2023.11.07,163,"평택시, ""빈대 예방 이렇게 하세요""… 소독업체 등에 '빈대 정보집' 배포"
2023.11.07,164,빈대 공포에 살충제 판매 10배 늘고 품귀 현상까지… 질병청은 내성 탓...
2023.11.07,165,[1분핫뉴스] 지하철 내려 겉옷 벗었더니…피와 함께 발견된 '괴벌레'의...
2023.11.07,166,"빈대 물림, 단순히 가려움증 문제 아니라는 전문가들"
2023.11.07,167,"전북도, 빈대 확산 방지 총력 대응"
2023.11.07,168,"[단독] 보건당국, '쿠팡 빈대설' 현장 조사…""이상무"""
2023.11.07,169,"전국 빈대 포비아··· 도, 확산방지 전담팀 가동"
2023.11.07,170,"'득실득실' 빈대 공포 확산…대구시, 확산 방지 나선다"
2023.11.07,171,초가삼간 태워야 하나...정부도 '빈대와의 전쟁' 선포
2023.11.07,172,"[간추린 뉴스] 지역 경실련 “김포 서울 편입, 비수도권 소멸 가속화”..."
2023.11.07,173,구로구 ‘빈대 예방’ 위생관리 강화
2023.11.07,174,빈대 공포에 호텔업계 방역 강화…고온 소독·전문 방역제 살포
2023.11.07,175,"""수원에서 동대구 가는데 빈대가""…직물시트에 '빈대 공포'"
2023.11.07,176,빈대 확산 공포에 퇴치 방법 관심
2023.11.07,177,빈대 공포에 호텔업계 방역 강화
2023.11.07,178,‘빈대’ 의심신고 누적 30여건 ‘비상’…대중교통·숙박시설 집중 점...
2023.11.07,179,"""지하철에도 빈대?"" 공포 확산...총리실이 총괄 대응"
2023.11.07,180,오는 13일부터 '빈대 집중 방제'…해외서 살충제 긴급 공수
2023.11.07,181,오는 13일부터 '빈대 집중 방제'…해외서 살충제 긴급 공수
2023.11.07,182,"빈대 잡기 급한 정부, 방역용 살충제 활용…“인체 영향 기존과 비슷”"
2023.11.07,183,[미리보는 이데일리 신문] 지지부진 3기 신도시 SH가 맡아 속도낸다
2023.11.07,184,인천시 빈대 박멸 합동대책반 결성
2023.11.07,185,때 아닌 빈대 출몰에 대구·경북 초긴장
2023.11.07,186,"""지하철에도 빈대?"" 공포 확산...총리실이 총괄 대응"
2023.11.07,187,대구시 “빈대 확산 막아라”…합동대책반 꾸려 총력대응
2023.11.07,188,"인천시, 빈대 확산방지 위해 합동대책반 가동"
2023.11.07,189,"""빈대 발견하면 스팀 고열 분사·살충제 처리"""
2023.11.07,190,“코트서 빈대 발견…휴지로 잡아 꾹 눌렀더니 피가 나왔다”
2023.11.07,191,빈대 공포에 대중교통·숙박시설 등 4주간 집중방제…호텔업계도 방역 ...
2023.11.07,192,"""지하철에도 빈대?"" 공포 확산...총리실이 총괄 대응"
2023.11.08,1,[사설] 빈대 공포 확산 전에 방역 특단 대책 서둘러라
2023.11.08,2,"인천시, '빈대 확산방지' 합동대책반 가동"
2023.11.08,3,[단독]전국 5개 광역단체서 ‘빈대 의심’ 신고 35건
2023.11.08,4,"[단독] '내성 빈대' 잡는 살충제 성분, 서울대 연구진이 찾았다"
2023.11.08,5,"지하철도 병원도 '불안'… ""‘빈대 노이로제’ 걸린 것 같다"""
2023.11.08,6,"[와글와글] ""이거 빈대 맞나요?""‥빈대 목격담 확산"
2023.11.08,7,"""KTX타고 출·퇴근 하는데""…때 아닌 빈대 습격에 공포 확산"
2023.11.08,8,[천지일보 이슈종합] 신원식 주식거래 논란'‧비판 증폭' 이스라엘‧한...
2023.11.08,9,[굿모닝브리핑] 한국 증시에서 공매도가 '공공의 적'이 된 이유
2023.11.08,10,"쿠팡, 빈대 목격담은 가짜...KTX·지하철·기차 타기 무섭다"
2023.11.08,11,"호텔업계, 빈대 방역 강화… 고온 소독·전문 방역제 살포"
2023.11.08,12,빈대 공포 확산...신고·목격담 늘고 퇴치제 수요 증가
2023.11.08,13,"인천시, 빈대 확산방지 위해 합동대책반 가동"
2023.11.08,14,"""프레시백에서 빈대 나왔대""…헛소문에 기업들도 비상"
2023.11.08,15,"서울 강서구, '커지는 빈대공포'…빈대 예방 총력 대응 나서"
2023.11.08,16,"쿠팡 물류센터에서 빈대 출몰?...쿠팡 측 ""근거 없는 헛소문"""
2023.11.08,17,"[자막뉴스] 기숙사·고시원·사우나에 이어서 ""지하철 탔는데 빈대가......"
2023.11.08,18,감염병 안 옮기지만 피부질환 유발… “지하철에까지 출몰” 목격담도...
2023.11.08,19,"전국 ‘빈대 종합현황판’ 마련… 시설·단계·지역별 신고 파악[Who, Wh..."
2023.11.08,20,"""천 의자가 빈대 서식지?""...대중교통 통한 번식 가능성은 [Y녹취록]"
2023.11.08,21,"정부, 13일부터 4주간 '빈대 집중방제'…빈대 발견 즉시 110 신고"
2023.11.08,22,"빈대 예방을 위해 경기도, 숙박업소 등 특별점검 추진"
2023.11.08,23,“전기장판 사려다 포기”…‘빈대 포비아’에 중고거래도 망설여진다
2023.11.08,24,[포토타임]UAM(도심항공교통)·드론 등장.. 스마트국토엑스포 개막
2023.11.08,25,[뉴스라이더] '빈대 목격담' 확산...가장 효과적인 퇴치법은?
2023.11.08,26,"[특징주] 대한뉴팜, 서울대 '내성 빈대' 살충제 성분 피프로닐 효 발표..."
2023.11.08,27,'빈대 공포'에 택배 꺼릴라…유통업계 대응책 마련 분주
2023.11.08,28,방역에 상담창구까지…‘빈대 박멸’ 나선 강서구
2023.11.08,29,"김포공항에도 빈대가? 공항공사 ""선제적 방역활동 나선다"""
2023.11.08,30,"한국공항공사, 전국 14개 공항‘빈대 차단’방역망 강화"
2023.11.08,31,"인천시, 빈대 확산방지 위해 합동대책반 가동"
2023.11.08,32,"그저 빛…서울대 연구진, 공포의 빈대 사태서 국민들 구원할 '연구 결과..."
2023.11.08,33,"한국공항공사, 전국 14개 공항 '빈대 차단' 방역 강화"
2023.11.08,34,"한국공항공사, 전국 14개 공항서 '빈대 차단' 방역망 강화"
2023.11.08,35,가려워서 긁다 보니 빈대?...물린 사실 눈치채기 어려운 이유 [Y녹취록]
2023.11.08,36,"""빈대까지 배송되면 어쩌죠""…택배 받기 찜찜한 소비자들"
2023.11.08,37,"""빈대 차단 총력"" 한국공항공사, 전국 14개 공항 방역망 강화"
2023.11.08,38,"정부, 4주간 빈대 집중방제…살충제 긴급 승인 추진"
2023.11.08,39,김포·제주 등 전국 14개 공항 ‘빈대 차단' 3단계 방역망 강화
2023.11.08,40,"""빈대도 불빛 밝은 대중교통 싫어해…전철에서 증식 희박"" 대학교수 지..."
2023.11.08,41,"쿠팡 빈대 목격담에 ""사실 무근""...KTX 목겸담까지 공포 확산"
2023.11.08,42,"빈대 공포…강서구, 빈대 예방 총력 대응 나서"
2023.11.08,43,"""빈대까지 배송되면 어쩌죠""…택배 받기 찜찜한 소비자들"
2023.11.08,44,"빈대 막아라… 전국 14개 공항, 트랩 설치 등 '차단 방역망' 강화"
2023.11.08,45,"""빈대 잡아라""…한국공항공사, 방역 강화 나선다"
2023.11.08,46,'빈대 잡으려다 사람 잡겠네' 위험한 가짜 퇴치법 주의보
2023.11.08,47,"""독특한 흔적 남긴다""...빈대 서식지 확인하는 방법 [Y녹취록]"
2023.11.08,48,"""박스에 붙어 올라""…빈대 공포에 택배업계 불똥"
2023.11.08,49,"""전국 하늘길 빈대 사전 차단 및 대응체계 가동"""
2023.11.08,50,"빈대 걱정 말고 타세요, 서울시 대중교통 빈대 퇴치 집중 방역 추진"
2023.11.08,51,전국 14개 공항 ‘빈대 차단’ 나섰다 “유인 트랩 설치”
2023.11.08,52,"""쿠팡 물류센터서 빈대 출몰"" 소문에…쿠팡 ""헛소문"""
2023.11.08,53,"해남군 보건소, ‘빈대 유입 선제 대응’ 다중 이용시설 특별 점검"
2023.11.08,54,"한국공항공사, 전국 14개 공항 '빈대 차단' 방역망 강화"
2023.11.08,55,"해남군, 빈대 방지 선제적 특별점검 실시"
2023.11.08,56,"한국공항공사, 전국 14개 공항서 '빈대 차단' 위한 대응체계 구축"
2023.11.08,57,"서울시, '빈대' 공포 차단 대중교통 방역 특별대책 추진...선제 대응 특..."
2023.11.08,58,"서울 강서구, 빈대 예방 총력 대응 나서"
2023.11.08,59,"공항공사, 전국 14개 공항서 '빈대 차단' 3단계 방역 강화"
2023.11.08,60,"'빈대' 습격에 전국민 공포...지자체, 예방 대응 나서"
2023.11.08,61,빈대 퇴치엔 바퀴벌레?...전문가 의견 들어보니 [Y녹취록]
2023.11.08,62,"한국공항공사, 전국 14개 공항 '빈대 차단' 방역망 강화"
2023.11.08,63,"인천 계양구, 공중위생업소 '빈대 확산 방지' 위생 점검"
2023.11.08,64,"지하철 탔던 코트 속 '빈대'?...서울시 ""대중교통 집중 방역"""
2023.11.08,65,“빈대 발 들일 곳 없도록” 전국 14개 공항 ‘빈대 차단’ 방역망 강화
2023.11.08,66,"계양구, 공중위생업소 빈대 확산 방지 위생 점검 실시"
2023.11.08,67,[8일 인천 계양구] 직업소개소 관계자 교육훈련 실시 등
2023.11.08,68,‘빈대 포비아’에 중고거래도 망설여진다
2023.11.08,69,"[글로벌 1코노미] 세계적으로 기승인 베드버그, 토론토의 상황은?"
2023.11.08,70,"해남군, 빈대 방지 선제적 특별점검 실시"
2023.11.08,71,"해남군, '빈대 방지' 선제적 특별점검 실시"
2023.11.08,72,"커지는 빈대 공포… 강서구, 빈대 예방 총력 대응"
2023.11.08,73,"""택배 통해 빈대가 확산된다"" 공포감 커져…과연 진실은?"
2023.11.08,74,"""빈대 무서워서 택배 주문 취소""…집안에 들이기 꺼림칙한 소비자들"
2023.11.08,75,'빈대 공포'에 전국 시·도 비상
2023.11.08,76,"강서구, 빈대 예방 총력 대응 나서"
2023.11.08,77,"""지하철에도 빈대?"" 공포 확산...총리실이 총괄 대응"
2023.11.08,78,"""빈대까지 배송될까 겁나요""…불안한 소비자에 미확인 루머도 등장"
2023.11.08,79,"해남군, 빈대 방지 선제적 특별점검 실시"
2023.11.08,80,"'쿠팡 물류센터서 빈대' 소문…쿠팡 ""유언비어, 법적 대응할 것"""
2023.11.08,81,"""빈대가 배송된다면""... 박스·상자·침대 속 빈대, 이렇게 대처하자!"
2023.11.08,82,"""집에 와보니 옷에 빈대가""...대중교통으로 전파 가능?"
2023.11.08,83,"전국 곳곳서 '빈대 목격담'…국토부, 대중교통시설 방역·방제 조치"
2023.11.08,84,"인천시, 빈대 확산 방지 합동대책반 운영"
2023.11.08,85,"곳곳서 '빈대' 속출…국토부, 대중교통 방역·방제 강화키로"
2023.11.08,86,"해남군, 빈대 방지 선제적 특별점검 진행"
2023.11.08,87,천안·아산서 빈대 의심 신고 3건 발생
2023.11.08,88,지하철 자리 나도 '외면' 택배는 집 밖에서 개봉…'빈대 포비아' 확산
2023.11.08,89,"전국 곳곳서 빈대 속출…국토부, 대중교통 방역·방제 강화"
2023.11.08,90,"커지는 '빈대 확산' 우려…국토부, 4주간 대중교통시설 방역·방제"
2023.11.08,91,공항도 '빈대 차단' 총력…전국 14개 공항 방역 강화
2023.11.08,92,공항도 '빈대를 막아라'…검색장·터미널 등 '빈대 유인 트랩' 설치
2023.11.08,93,"해남군, 빈대 방지 선제적 특별점검 실시"
2023.11.08,94,"[뉴스워커_이슈 들추기] ""지하철‧KTX 탔다 코트 벗으니 빈대가""…대중..."
2023.11.08,95,"정부, 대중교통 방역방제 강화…버스·택시 청결 상시 확인"
2023.11.08,96,"'좌석에 빈대가?' 대중교통 '방역 전쟁'…원희룡 ""총력 대응"" 지시"
2023.11.08,97,"빈대 포비아 확산, 우리집에 빈대가 있을까?"
2023.11.08,98,‘빈대 배송’ 우려 중국 유명 쇼핑몰 곤혹…전문가 “국내보다 위험성...
2023.11.08,99,"장수군, '빈대' 유입 선제 대응을 위한 유관 시설 점검 강화"
2023.11.08,100,"원희룡 국토장관, 대중교통시설에 '빈대' 확산 방지 총력 대응 지시"
2023.11.08,101,"원희룡 ""빈대 확산 막겠다""... 대중교통 방제 강화 지시"
2023.11.08,102,"여주시, 빈대 예방 숙박시설·목욕탕 등 특별 점검 실시"
2023.11.08,103,"전국 확산 '빈대', 제주는 청정구역 ... 방역 강화 등 대책 마련 총력"
2023.11.08,104,"쏟아지는 ‘빈대 출몰’ 신고에… 정부, 대중교통 방역·방제 나선다"
2023.11.08,105,"[자막뉴스] ""택배엔 빈대 없나"" 찜찜…빈대 방역 살충제 교체"
2023.11.08,106,"해남군, 빈대 방지 선제적 특별점검"
2023.11.08,107,“초가삼간 태우기 전에”… 제주도 ‘빈대’ 막기 초긴장
2023.11.08,108,대중교통도 '불안'…원희룡 '빈대확산 방지' 총력대응 지시
2023.11.08,109,"[이슈] 러시아·우크라, 내년 대선 앞둬.. 푸틴 ""출마 결심, 당선 확실시..."
2023.11.08,110,천안 아산서도 첫 빈대 의심 신고…방역당국 조사중
2023.11.08,111,"원희룡 ""대중교통 내 빈대 확산 방지 위해 총력 대응"""
2023.11.08,112,"'빈대 잡기' 나선 元 장관 ""확산 방지에 총력 대응을..."""
2023.11.08,113,"‘빈대 가정통신문’ 받아든 학부모들, 살충제 싹쓸이에 가족여행 취소..."
2023.11.08,114,전국에 빈대 출몰 '비상'… 물린 부위 긁거나 침 바르면 2차 감염 우려
2023.11.08,115,"제주, 빈대 유입 방지 대책 강화키로"
2023.11.08,116,"""빈대 확산 막는다""...국토부, 열차·항공 특별 방역"
2023.11.08,117,"국토부 ""빈대잡겠다""…버스·철도·항공기 등 집중 점검"
2023.11.08,118,[더뉴스] 우리집에 빈대가?...방역전문가의 '빈대 완전 퇴치법'
2023.11.08,119,서울대 연구진 “살충제 내성 외래종 빈대 국내에선 2021년 12월 첫 보고...
2023.11.08,120,"""빈대 막자"" 제주도, 위생점검 등 유입 방지 총력 대응"
2023.11.08,121,서울대 연구진 “살충제 내성 외래종 빈대 국내에선 2021년 12월 첫 보고...
2023.11.08,122,"대중교통 빈대 불안에…국토부 ""철저 방역·방제 실시"""
2023.11.08,123,"예산군 “침대 속 흡혈귀 빈대, 바로 알고 예방하세요”"
2023.11.08,124,전국 공항 빈대 비상...빈대색출 긴급방역
2023.11.08,125,"곳곳서 '빈대' 속출…국토부, 대중교통시설 방역·방제 강화"
2023.11.08,126,"대중교통 내 빈대 확산 막는다…국토부, 시설별 방역대책 마련"
2023.11.08,127,2년전 살충제 안듣는 외래종 '빈대' 첫 발견됐었다
2023.11.08,128,24시간 내내 불 켜놓으면 빈대 사라진다?…‘가짜 퇴치법’ 주의보
2023.11.08,129,"철도·항공·버스 등 대중교통, 빈대 확산 막는다…시설별 방역대책"
2023.11.08,130,"""한달 전 예약한 한라산 등반 포기""…'빈대 공포'에 제주여행 취소도"
2023.11.08,131,"""침대 머리맡 해충 막아라"".. 제주도, '빈대와의 전쟁' 선포"
2023.11.08,132,"여주시, 빈대예방 위한 숙박시설·목욕탕등 특별점검 실시"
2023.11.08,133,"버스 · 철도 내 빈대 확산 막는다…국토부 ""방역 실시"""
2023.11.08,134,"전국 출몰 빈대 공포...제주도, 사전 방제 나서"
2023.11.08,135,"대중교통 내 빈대 확산 막는다…국토부, 시설별 방역대책 마련"
2023.11.08,136,"한국공항공사, 전국 14개 공항 '빈대 차단' 조치 추진"
2023.11.08,137,"예산군, 빈대 사전 예방 총력"
2023.11.08,138,"여주시, 빈대예방 위한 숙박시설·목욕탕 등 특별점검"
2023.11.08,139,"전국 곳곳 '빈대' 출몰···지자체·기관, 예방·차단 방역 나선다"
2023.11.08,140,"학교에도 빈대?…서울시교육청, 초·중·고교 '빈대 점검'"
2023.11.08,141,국토부도 “빈대 잡겠다”…대중교통시설 방제소독 실시
2023.11.08,142,학교 빈대 점검 나선다...서울시 교육청 '초·중·고교' 소독
2023.11.08,143,"엔데믹 이어 '빈대믹'…""택배 타고 빈대 들어온다"""
2023.11.08,144,"여주시보건소, '빈대' 피해 예방 위한 숙박업소 등 합동점검 실시"
2023.11.08,145,'빈대 사전 예방' 숙박업소 대상 위생점검
2023.11.08,146,'빈대 사전 예방' 숙박업소 대상 위생점검
2023.11.08,147,"한국공항공사, 전국 14개 공항 '빈대 차단' 방역망 강화"
2023.11.08,148,'빈대 사전 예방' 숙박업소 대상 위생점검
2023.11.08,149,서울 빈대 출몰 23건…숙박시설·대중교통 방역 강화
2023.11.08,150,"'앉아도 될까' 대중교통도 불안…국토부 ""버스·철도·항공기 빈대 특별..."
2023.11.08,151,"[전남일보]오늘의포토> 북구, 숙박업소 대상 위생점검"
2023.11.08,152,빈대 포비아..대한민국은 전쟁 중
2023.11.08,153,확산하는 '빈대 포비아'... 온라인에선 '가짜뉴스'도 성행
2023.11.08,154,"서울시, 빈대 대책 행안위 업무보고…23건 출몰"
2023.11.08,155,길에 내다버린 매트리스…‘빈대 부활’ 프랑스 최근 상황 [포착]
2023.11.08,156,"계양구, 공중위생업소 빈대 확산 방지 위한 위생 점검 실시"
2023.11.08,157,국토부도 “빈대잡겠다”…버스·철도·항공기 등 집중 점검
2023.11.08,158,"서울서 빈대 출몰 신고 23건…""의심까지 합하면 더 많아"""
2023.11.08,159,"서울서 빈대 의심신고 23건…김용판 ""유관기관 협조 요청"""
2023.11.08,160,"서울시교육청, 초·중·고 '긴급 빈대 점검'…""오인 신고 1건 뿐이지만"""
2023.11.08,161,지하철로 빈대 전파 가능?…전문가 “밝은 곳 싫어해 증식 희박”
2023.11.08,162,"""학교에도 빈대 출몰?""…서울시교육청, 초·중·고교 '빈대 점검'"
2023.11.08,163,"'빈대 공포' 서울 학교 자체 점검…""발견되면 전수 소독"""
2023.11.08,164,"전국 빈대출몰 공포…""60도 이상 고온수 세탁 효과적"""
2023.11.08,165,"장수군보건의료원, 빈대 유입 선제적 대응법 홍보"
2023.11.08,166,"행안장관, 빈대 발생지 공개요구에 ""감춘다고 해결될 일 아냐"""
2023.11.08,167,서울시내 초·중·고교도 '빈대 점검'…발견 즉시 보건소 신고
2023.11.08,168,대전 KTX 환승객 코트서 빈대 발견…대전‧충남 빈대 확산 대응 '시동'
2023.11.08,169,제주에도 빈대 출몰한다면?
2023.11.08,170,"""택배도 겁난다"" 일상 덮친 '빈대' 포비아"
2023.11.08,171,"서울 빈대 출몰 23건 확인…'빈대위' 업무보고, 빈대 제로 시티 추진"
2023.11.08,172,"곳곳서 '빈대' 속출...국토부, 11월 13일~12월 8일 버스·철도 방역 실시"
2023.11.08,173,"강서구, 빈대 확산 총력 대응"
2023.11.08,174,서울시 “빈대 확인 23건”…행안위 ‘빈대 대책’ 업무 보고
2023.11.08,175,빈대 출몰에 서울시교육청 ‘초·중·고교 자체 점검’ 공문
2023.11.08,176,살충제·벌레 기피제…빈대 테마주 '활활'
2023.11.08,177,연말시즌 여행 ‘빈대’ 악몽 주의
2023.11.08,178,"""유레카!"" 항공기 소독하다 대한민국 최고 발명품 탄생, 이번엔 빈대 잡..."
2023.11.08,179,"9월 이후 서울 빈대 출몰 '23건'..국회 ""범정부 차원 노력해야"""
2023.11.08,180,"대전교육청 어설픈 행정력, 현장 불신만 키운다"
2023.11.08,181,서울에서 빈대 출몰 신고 23건… “필요 이상 불안감 갖지 않길”
2023.11.08,182,"""유레카!"" 항공기 소독하다 대한민국 최고 발명품 탄생, 이번엔 빈대 잡..."
2023.11.08,183,[이슈&피플] 빈대 증상과 예방 조치는?
2023.11.08,184,고시원·쪽방촌 빈대 '기승'…지자체 방역 조치 '갈팡질팡'
2023.11.08,185,[서울] 서울시 '빈대 확인 23건'...행안위 '빈대 대책' 업무 보고
2023.11.08,186,"서울교육청, 각 학교 '빈대 긴급점검'…""빈대 주의"" 가정통신문(종합)"
2023.11.08,187,"서울서만 최소 23건 빈대 출몰…""재난 관점으로 접근"""
2023.11.08,188,"행안장관, 빈대 발생지 공개 요구에 “감춘다고 해결될 일 아냐”"
2023.11.08,189,"“서울지역 빈대 출몰 23건 확인”…서울시, 국회 행안위 업무보고"
2023.11.08,190,"서울시, 빈대 대책 행안위 업무보고…""출몰 건수 23건"""
2023.11.08,191,[다시보기] 11월 8일 (수) 오후 사이언스 투데이
2023.11.08,192,"해남군, 빈대 방지 선제적 특별점검 실시"
2023.11.08,193,'쿠팡 빈대설'에 물린 자국이면 의심까지 '빈대 공포증' 확산
2023.11.08,194,서울에서만 빈대 출몰 신고 23건
2023.11.08,195,공매도 금지에 장관님도 들썩?[어텐션 뉴스]
2023.11.08,196,"빈대, KTX 출몰설까지…정부, 버스·철도 집중방역"
2023.11.08,197,“빈대 주의” 가정통신문까지… 학교도 점검 ‘비상’
2023.11.08,198,"빈대, 서울에서만 최소 23건 출몰…“일종의 재난으로 대응”"
2023.11.08,199,일상 침범한 '빈대 출몰' 공포...제주도 방제 총력 대응
2023.11.08,200,"서울시, 빈대 출몰 총 23건 확인‥""빈대는 재난·안전 문제"""
2023.11.08,201,"장수군, 빈대 확산 방지 홍보·점검 강화"
2023.11.08,202,잇따른 출몰에 불안 확산…전국이 '빈대포비아' 비상
2023.11.08,203,"“학교도 빈대 조심”…서울교육청 긴급점검, 가정통신문 발송도"
2023.11.08,204,오세훈 시장 요청 사항은 1주일 내 구체화... 서울시 행정 속도 '초고속...
2023.11.08,205,"이상민 행안장관 ""빈대 발생지 공개요구 적극 공감"""
2023.11.08,206,"장수군, `빈대 정보집’ 배포·유관시설 점검 강화"
2023.11.08,207,"서울시, 빈대 대책 국회 행안위 보고…23건 출몰"
2023.11.08,208,"대중교통 내 빈대 확산 막는다…국토부, 시설별 방역대책 마련"
2023.11.08,209,"장수군, 빈대 유입 선제 대응 '빈대 정보집' 배포"
2023.11.08,210,"인천시 계양구, 공중위생업소 대상 위생 점검 실시"
2023.11.08,211,[단독] 이르면 모레 '내성에 효과' 빈대 살충제 긴급 사용승인
2023.11.08,212,커지는 빈대 공포감에 울산공항·열차 방역 강화
2023.11.08,213,'빈대 공포증' 경각심 갖고 대처해야
2023.11.08,214,초등학교도 ‘빈대 주의’…서울시교육청 자체점검 실시
2023.11.08,215,“지하철 자리 안 앉겠다” 말까지 나오고 있는 이유 (+상황)
2023.11.08,216,"한국공항공사, 전국 14개 공항 '빈대 차단' 방역망 강화"
2023.11.08,217,"쿠팡 프레시백서 빈대?…경찰, '허위사실 유포' 수사 착수"
2023.11.08,218,택배로 빈대 확산된다고요? 아닙니다
2023.11.08,219,“빈대야 고맙다?”…살충제·벌레 기피제 판매 늘며 관련주 상승세
2023.11.08,220,"춘천시, 빈대 유입 예방 특별 점검"
2023.11.08,221,"서울시교육청, 초중고교 '빈대 서식' 자체 점검"
