날짜,번호,뉴스 제목
2023.11.08,18,[연합뉴스 이 시각 헤드라인] - 07:30
2023.11.08,19,대중교통·숙박시설 등 4주간 '빈대' 집중 방제
2023.11.08,20,지하철·KTX서 빈대가?…빈대 공포에 관련주도 후끈
2023.11.08,21,'초가삼간 태우는 심정으로'…전국 지자체 빈대 잡기 비상
2023.11.08,22,"호텔업계, 빈대 방역 강화… 고온 소독·전문 방역제 살포"
2023.11.08,23,빈대 공포 확산...신고·목격담 늘고 퇴치제 수요 증가
2023.11.08,24,목격담이 이렇게나…전국 빈대 출몰 소식에 관련주 고공행진
2023.11.08,25,광주 도시철도 1호선도 ‘빈대’ 선제 방역
2023.11.08,26,"인천시, 빈대 확산방지 위해 합동대책반 가동"
2023.11.08,27,"서울 강서구, '커지는 빈대공포'…빈대 예방 총력 대응 나서"
2023.11.08,28,"쿠팡 물류센터에서 빈대 출몰?...쿠팡 측 ""근거 없는 헛소문"""
2023.11.08,29,"[자막뉴스] 기숙사·고시원·사우나에 이어서 ""지하철 탔는데 빈대가......"
2023.11.08,30,"전국 ‘빈대 종합현황판’ 마련… 시설·단계·지역별 신고 파악[Who, Wh..."
2023.11.08,31,"정부, 13일부터 4주간 '빈대 집중방제'…빈대 발견 즉시 110 신고"
2023.11.08,32,"커지는 빈대 공포…강서구, 빈대 예방 총력 대응"
2023.11.08,33,"빈대 예방을 위해 경기도, 숙박업소 등 특별점검 추진"
2023.11.08,34,“전기장판 사려다 포기”…‘빈대 포비아’에 중고거래도 망설여진다
2023.11.08,35,[뉴스라이더] '빈대 목격담' 확산...가장 효과적인 퇴치법은?
2023.11.08,36,'빈대 공포'에 택배 꺼릴라…유통업계 대응책 마련 분주
2023.11.08,37,방역에 상담창구까지…‘빈대 박멸’ 나선 강서구
2023.11.08,38,커지는 빈대 공포감…경남제약·파루 이틀째 강세
2023.11.08,39,"김포공항에도 빈대가? 공항공사 ""선제적 방역활동 나선다"""
2023.11.08,40,"한국공항공사, 전국 14개 공항‘빈대 차단’방역망 강화"
2023.11.08,41,"인천시, 빈대 확산방지 위해 합동대책반 가동"
2023.11.08,42,"한국공항공사, 전국 14개 공항 '빈대 차단' 방역 강화"
2023.11.08,43,"한국공항공사, 전국 14개 공항서 '빈대 차단' 방역망 강화"
2023.11.08,44,대성미생물·경농 등 빈대 방역 관련주 급등
2023.11.08,45,"정부, 4주간 빈대 집중방제…살충제 긴급 승인 추진"
2023.11.08,46,"""빈대 차단 총력"" 한국공항공사, 전국 14개 공항 방역망 강화"
2023.11.08,47,김포·제주 등 전국 14개 공항 ‘빈대 차단' 3단계 방역망 강화
2023.11.08,48,"""살충제에도 안 죽는 이 벌레, 빈대인가요?""…전국 공포 확산"
2023.11.08,49,지하철 탔는데 코트에…전국은 지금 '빈대 공포'
2023.11.08,50,"빈대 공포…강서구, 빈대 예방 총력 대응 나서"
2023.11.08,51,"빈대 막아라… 전국 14개 공항, 트랩 설치 등 '차단 방역망' 강화"
2023.11.08,52,"""빈대 잡아라""…한국공항공사, 방역 강화 나선다"
2023.11.08,53,"""전국 하늘길 빈대 사전 차단 및 대응체계 가동"""
2023.11.08,54,"빈대 걱정 말고 타세요, 서울시 대중교통 빈대 퇴치 집중 방역 추진"
2023.11.08,55,전국 14개 공항 ‘빈대 차단’ 나섰다 “유인 트랩 설치”
2023.11.08,56,"""쿠팡 물류센터서 빈대 출몰"" 소문에…쿠팡 ""헛소문"""
2023.11.08,57,"한국공항공사, 전국 14개 공항서 '빈대 차단' 위한 대응체계 구축"
2023.11.08,58,"지금 내가 있는 곳에 ‘빈대 있다?’…빈대 출몰, 어느 정도길래"
2023.11.08,59,"서울시, '빈대' 공포 차단 대중교통 방역 특별대책 추진...선제 대응 특..."
2023.11.08,60,전국 곳곳 빈대 출몰…지자체 박멸 비상
2023.11.08,61,"서울 강서구, 빈대 예방 총력 대응 나서"
2023.11.08,62,"공항공사, 전국 14개 공항서 '빈대 차단' 3단계 방역 강화"
2023.11.08,63,"광주교통공사, 선제적인 '빈대' 예방 방역 '눈길'"
2023.11.08,64,"'빈대' 습격에 전국민 공포...지자체, 예방 대응 나서"
2023.11.08,65,"한국공항공사, 전국 14개 공항 '빈대 차단' 방역망 강화"
2023.11.08,66,"지하철 탔던 코트 속 '빈대'?...서울시 ""대중교통 집중 방역"""
2023.11.08,67,“빈대 발 들일 곳 없도록” 전국 14개 공항 ‘빈대 차단’ 방역망 강화
2023.11.08,68,전국이 빈대로 '들썩'..합동점검·선제적 방역 등 '비상'
2023.11.08,69,[8일 인천 계양구] 직업소개소 관계자 교육훈련 실시 등
2023.11.08,70,‘빈대 포비아’에 중고거래도 망설여진다
2023.11.08,71,"정부, 13일부터 4주간 '빈대 집중 방제'"
2023.11.08,72,"커지는 빈대 공포… 강서구, 빈대 예방 총력 대응"
2023.11.08,73,"정부, 4주간 '빈대 잡기' 집중…퇴치제 판매도 '껑충'"
2023.11.08,74,'빈대 공포'에 전국 시·도 비상
2023.11.08,75,"강서구, 빈대 예방 총력 대응 나서"
2023.11.08,76,"""지하철에도 빈대?"" 공포 확산...총리실이 총괄 대응"
2023.11.08,77,"'쿠팡 물류센터서 빈대' 소문…쿠팡 ""유언비어, 법적 대응할 것"""
2023.11.08,78,"""빈대가 배송된다면""... 박스·상자·침대 속 빈대, 이렇게 대처하자!"
2023.11.08,79,"광주교통公 ""빈대는 없다""선제적 방역활동"
2023.11.08,80,‘빈대와의 전쟁’...최소한의 방어 시작한 쪽방촌 [현장 화보]
2023.11.08,81,"인천시, 빈대 확산 방지 합동대책반 운영"
2023.11.08,82,빗발치는 빈대 목격담에 경남제약 등 살충제 관련주 '고공행진'
2023.11.08,83,"""빈대 막는다"" 광주교통공사, 지하철 객실 고온 스팀 방역"
2023.11.08,84,천안·아산서 빈대 의심 신고 3건 발생
2023.11.08,85,지하철 자리 나도 '외면' 택배는 집 밖에서 개봉…'빈대 포비아' 확산
2023.11.08,86,"[특징주]신일전자, ‘빈대 공포’에 침구청소기 매출 8배 급증…UV살균..."
2023.11.08,87,공항도 '빈대 차단' 총력…전국 14개 공항 방역 강화
2023.11.08,88,공항도 '빈대를 막아라'…검색장·터미널 등 '빈대 유인 트랩' 설치
2023.11.08,89,"[뉴스워커_이슈 들추기] ""지하철‧KTX 탔다 코트 벗으니 빈대가""…대중..."
2023.11.08,90,[이달해 달달한10분] 점점 확산되는 '빈대 공포'... 살충제 수요 증가 가...
2023.11.08,91,"전국 확산 '빈대', 제주는 청정구역 ... 방역 강화 등 대책 마련 총력"
2023.11.08,92,"쏟아지는 ‘빈대 출몰’ 신고에… 정부, 대중교통 방역·방제 나선다"
2023.11.08,93,"[자막뉴스] ""택배엔 빈대 없나"" 찜찜…빈대 방역 살충제 교체"
2023.11.08,94,'빈대주의' 정부 4주간 빈대 집중 점검 방제 돌입
2023.11.08,95,"빈대 확산 우려..정부, 4주간 '빈대 잡기' 집중"
2023.11.08,96,"정부, 4주간 '빈대 잡기' 집중"
2023.11.08,97,빈대 퇴치 안내문 읽는 쪽방촌 주민들
2023.11.08,98,'빈대 퇴치의 날' 안내
2023.11.08,99,'빈대' 방제방법은?
2023.11.08,100,“초가삼간 태우기 전에”… 제주도 ‘빈대’ 막기 초긴장
2023.11.08,101,제주도 ‘빈대 막기’ 유입 방지·예찰 강화
2023.11.08,102,'빈대 주의'
2023.11.08,103,전국 곳곳 빈대 출몰...정부 4주간 '빈대 집중 점검 및 방제 기간' 운영
2023.11.08,104,전국 곳곳 빈대 출몰...지자체 빈대 방역 비상
2023.11.08,105,"정부, 4주간 '빈대 집중 점검 및 방제 기간' 운영"
2023.11.08,106,'빈대 확산 공포'
2023.11.08,107,빈대 방역 안내문 읽는 주민
2023.11.08,108,쪽방촌에 붙은 빈대 퇴치 방역 안내문
2023.11.08,109,"정부, 13일부터 빈대 집중 점검"
2023.11.08,110,"빈대 확산 방지 총괄대책본부, 총리실 총괄"
2023.11.08,111,천안 아산서도 첫 빈대 의심 신고…방역당국 조사중
2023.11.08,112,"빈대 공포 확산에 방제테마주 급등…""변동성 주의해야"""
2023.11.08,113,"‘빈대 가정통신문’ 받아든 학부모들, 살충제 싹쓸이에 가족여행 취소..."
2023.11.08,114,"제주, 빈대 유입 방지 대책 강화키로"
2023.11.08,115,전국에 빈대 출몰 '비상'… 물린 부위 긁거나 침 바르면 2차 감염 우려
2023.11.08,116,"정부, 4주간 ‘빈대 집중 점검’ 운영…“발견 즉시 신속한 방제”"
2023.11.08,117,"""대전 학교서 빈대 의심사례…교육청 파악하고 있나요"""
2023.11.08,118,[더뉴스] 우리집에 빈대가?...방역전문가의 '빈대 완전 퇴치법'
2023.11.08,119,"""빈대 막자"" 제주도, 위생점검 등 유입 방지 총력 대응"
2023.11.08,120,전국 공항 빈대 비상...빈대색출 긴급방역
2023.11.08,121,"""한달 전 예약한 한라산 등반 포기""…'빈대 공포'에 제주여행 취소도"
2023.11.08,122,"""침대 머리맡 해충 막아라"".. 제주도, '빈대와의 전쟁' 선포"
2023.11.08,123,"전국 출몰 빈대 공포...제주도, 사전 방제 나서"
2023.11.08,124,"국토부, 전국 곳곳 '빈대 목격담'에 4주간 대중교통 집중 방제"
2023.11.08,125,"한국공항공사, 전국 14개 공항 '빈대 차단' 조치 추진"
2023.11.08,126,빈대에 웃었다 울었다… 살충제 관련주 롤러코스터
2023.11.08,127,"전국 곳곳 '빈대' 출몰···지자체·기관, 예방·차단 방역 나선다"
2023.11.08,128,"학교에도 빈대?…서울시교육청, 초·중·고교 '빈대 점검'"
2023.11.08,129,"엔데믹 이어 '빈대믹'…""택배 타고 빈대 들어온다"""
2023.11.08,130,"한국공항공사, 전국 14개 공항 '빈대 차단' 방역망 강화"
2023.11.08,131,서울 빈대 출몰 23건…숙박시설·대중교통 방역 강화
2023.11.08,132,서울도 빈대 확산…의심신고 23건
2023.11.08,133,대전 초등학교서 '빈대 의심' 사례 발생… “관내 모든 학교 전수조사 ...
2023.11.08,134,빈대 포비아..대한민국은 전쟁 중
2023.11.08,135,확산하는 '빈대 포비아'... 온라인에선 '가짜뉴스'도 성행
2023.11.08,136,"서울시, 빈대 대책 행안위 업무보고…23건 출몰"
2023.11.08,137,길에 내다버린 매트리스…‘빈대 부활’ 프랑스 최근 상황 [포착]
2023.11.08,138,"서울서 빈대 출몰 신고 23건…""의심까지 합하면 더 많아"""
2023.11.08,139,"서울서 빈대 의심신고 23건…김용판 ""유관기관 협조 요청"""
2023.11.08,140,"서울시교육청, 초·중·고 '긴급 빈대 점검'…""오인 신고 1건 뿐이지만"""
2023.11.08,141,지하철로 빈대 전파 가능?…전문가 “밝은 곳 싫어해 증식 희박”
2023.11.08,142,[포토스토리] 빈대의 습격 …'코로나 가고 빈대 오나'
2023.11.08,143,"""학교에도 빈대 출몰?""…서울시교육청, 초·중·고교 '빈대 점검'"
2023.11.08,144,"'빈대 공포' 서울 학교 자체 점검…""발견되면 전수 소독"""
2023.11.08,145,서울시내 초·중·고교도 '빈대 점검'…발견 즉시 보건소 신고
2023.11.08,146,제주에도 빈대 출몰한다면?
2023.11.08,147,대전 KTX 환승객 코트서 빈대 발견…대전‧충남 빈대 확산 대응 '시동'
2023.11.08,148,"""택배도 겁난다"" 일상 덮친 '빈대' 포비아"
2023.11.08,149,"동구바이오제약, '빈대' 공포로 의약품 문의 쇄도···매출로 연결될까"
2023.11.08,150,"서울 빈대 출몰 23건 확인…'빈대위' 업무보고, 빈대 제로 시티 추진"
2023.11.08,151,"강서구, 빈대 확산 총력 대응"
2023.11.08,152,"곳곳서 '빈대' 속출...국토부, 11월 13일~12월 8일 버스·철도 방역 실시"
2023.11.08,153,서울시 “빈대 확인 23건”…행안위 ‘빈대 대책’ 업무 보고
2023.11.08,154,살충제·벌레 기피제…빈대 테마주 '활활'
2023.11.08,155,"""정치 경제도, 국민의 삶도, 후진국으로 퇴보"""
2023.11.08,156,"9월 이후 서울 빈대 출몰 '23건'..국회 ""범정부 차원 노력해야"""
2023.11.08,157,[논&설] 한민족 초가삼간 태운 빈대의 귀환
2023.11.08,158,"대전교육청 어설픈 행정력, 현장 불신만 키운다"
2023.11.08,159,서울에서 빈대 출몰 신고 23건… “필요 이상 불안감 갖지 않길”
2023.11.08,160,고시원·쪽방촌 빈대 '기승'…지자체 방역 조치 '갈팡질팡'
2023.11.08,161,4주간 '빈대 집중점검'…네오니코티노이드 살충제 도입 검토
2023.11.08,162,[2분뉴스] 23년 11월 8일 주요뉴스 #빈대 #토니블링컨 #수능 #슈링크플레...
2023.11.08,163,[서울] 서울시 '빈대 확인 23건'...행안위 '빈대 대책' 업무 보고
2023.11.08,164,"서울교육청, 각 학교 '빈대 긴급점검'…""빈대 주의"" 가정통신문(종합)"
2023.11.08,165,"서울서만 최소 23건 빈대 출몰…""재난 관점으로 접근"""
2023.11.08,166,"“서울지역 빈대 출몰 23건 확인”…서울시, 국회 행안위 업무보고"
2023.11.08,167,"서울시, 빈대 대책 행안위 업무보고…""출몰 건수 23건"""
2023.11.08,168,대구까지 '빈대 출몰'…광주도 '초긴장'
2023.11.08,169,'쿠팡 빈대설'에 물린 자국이면 의심까지 '빈대 공포증' 확산
2023.11.08,170,"""동대구역 KTX‧지하철에서 빈대"" 목격담 비상…코레일 ""방역에 총력 대..."
2023.11.08,171,서울에서만 빈대 출몰 신고 23건
2023.11.08,172,"서울교육청, 초·중·고교 '빈대 자체 점검' 공문"
2023.11.08,173,서울 빈대 신고 23건…행안위 빈대 대책 업무보고
2023.11.08,174,"빈대, KTX 출몰설까지…정부, 버스·철도 집중방역"
2023.11.08,175,“빈대 주의” 가정통신문까지… 학교도 점검 ‘비상’
2023.11.08,176,전국으로 번진 '빈대 주의보'…대전시 상황 예의주시
2023.11.08,177,"빈대, 서울에서만 최소 23건 출몰…“일종의 재난으로 대응”"
2023.11.08,178,일상 침범한 '빈대 출몰' 공포...제주도 방제 총력 대응
2023.11.08,179,"서울시, 빈대 출몰 총 23건 확인‥""빈대는 재난·안전 문제"""
2023.11.08,180,잇따른 출몰에 불안 확산…전국이 '빈대포비아' 비상
2023.11.08,181,숙박시설 등 13일부터 빈대 집중방제 실시… 해외 살충제 국내 도입 추...
2023.11.08,182,"“학교도 빈대 조심”…서울교육청 긴급점검, 가정통신문 발송도"
2023.11.08,183,"[오늘의 특징주] 젠큐릭스, 아진엑스텍, 위메이드 그룹주, 이노테라피,..."
2023.11.08,184,오세훈 시장 요청 사항은 1주일 내 구체화... 서울시 행정 속도 '초고속...
2023.11.08,185,김주하 앵커가 전하는 11월 8일 MBN 뉴스7 주요뉴스
2023.11.08,186,이제 한국도 베드버그 청정지대 아니다? 빈대 출몰 오해와 진실 (ft. 방제...
2023.11.08,187,쪽방촌·고시원은 빈대와의 전쟁…전국 의심 신고 30여 건
2023.11.08,188,빈대 포비아인데 고시원은 무방비…가짜 퇴치법 위험
2023.11.08,189,"'빈대 출몰' 전국 비상...충북, 시·군 합동점검"
2023.11.08,190,지하철·공항·버스 긴급 방역…‘빈대 박멸’ 본격화
2023.11.08,191,"광주교통공사, 지하철 ‘빈대 예방’ 방역"
2023.11.08,192,빈대 등 해충 방제에 강력한 선제 대응 필요
2023.11.08,193,지하철 승객 놀래킨 '꼬리 긴 동물'…구멍으로 들락날락 반복
2023.11.08,194,'빈대 공포증' 경각심 갖고 대처해야
2023.11.08,195,커지는 빈대 공포감에 울산공항·열차 방역 강화
2023.11.08,196,초등학교도 ‘빈대 주의’…서울시교육청 자체점검 실시
2023.11.08,197,"""긴 꼬리 살랑, 서울 지하철에 웬 쥐가""…퇴근하던 시민 '깜짝'"
2023.11.08,198,"제주도, 빈대 확산 방지 총력...발생 신고는 '0'"
2023.11.08,199,택배로 빈대 확산된다고요? 아닙니다
2023.11.08,200,“빈대야 고맙다?”…살충제·벌레 기피제 판매 늘며 관련주 상승세
2023.11.08,201,"광주교통공사, '빈대 막자'..사전 방역 활동"
2023.11.08,202,전국 ‘빈대 주의보’…총력 대응 나선 지자체
2023.11.08,203,“지하철 내리니 쥐가 꼬리 살랑”…퇴근길 승객들 ‘깜짝’
2023.11.08,204,“퇴근하던 시민들 기겁했다”…영등포구청역에 나타난 이녀석의 정체
2023.11.08,205,‘빈대 공포’에 광주 지자체 대책 마련 분주
2023.11.08,206,서울에 퍼지는 빈대 “방역합니다”[포토뉴스]
2023.11.08,207,[서울] 서울시 '빈대 확인 23건'...행안위 '빈대 대책' 업무 보고
2023.11.09,1,수도권 빈대 확산…울산도 다음주 집중방제
2023.11.09,2,"서울시, '빈대 대책' 국회 업무보고…""23건 출몰 확인, 예산 5억원 긴급..."
2023.11.09,3,"[이슈] 빈대에 과도한 호들갑, ""코로나 백신팔이 재미보더니 이젠 빈대..."
2023.11.09,4,실적 좋은데 공매도 금지·빈대 호재까지… 제약株 날았다
2023.11.09,5,빈대 막아라…곳곳 차단 방역 고심
2023.11.09,6,"영업타격 입을라…호텔업계, ‘빈대 포비아’에 발동동"
2023.11.09,7,‘빈대 막아라’ 지하철도 꼼꼼 방역
2023.11.09,8,"아미노로직스, 주가 급등…빈대 출몰 소식에 관련주 부각"
2023.11.09,9,"신신제약, 주가 급등…빈대 소식에 해충 관련 제품 부각"
2023.11.09,10,"파루, 주가 급등…빈대 출몰에 관련주 눈길"
2023.11.09,11,빈대 난리인데… 서울 지하철에 쥐 “꼬리 살랑” [영상]
2023.11.09,12,"[동정] 오세훈, 보건·의료 전문가와 '빈대 대책' 논의"
2023.11.09,13,"오세훈, '빈대대책 전문가 간담회' 개최…방제 방안 논의"
2023.11.09,14,"""지하철·숙박시설 불안하다"" 전국 '빈대주의보' 발동..우리집은?"
2023.11.09,15,"빈대 난리통에…서울 지하철에 쥐 출몰, 시민 ‘깜짝’"
2023.11.09,16,"서울시, 빈대 출몰 총 23건 확인‥교육청도 점검"
2023.11.09,17,"서울 지하철 빈대 이어 쥐까지 등장...""살아서 꿈틀"" 경악"
2023.11.09,18,“출근길 지하철 자리 나도 못 앉겠다”…불안감에 ‘빈대 노이로제’...
2023.11.09,19,"한국파마, 주가 급등…빈대 출몰 소식에 관련주 부각"
2023.11.09,20,빈대 난리인데…긴 꼬리 살랑거리며 지하철 승객 놀래킨 ‘이 녀석’
2023.11.09,21,"""몸에 붙을까 지하철 겁난다""…전문가가 본 '빈대 공포'"
2023.11.09,22,지하철로 빈대 전파된다?…전문가 “가능성 낮다”고 한 까닭
2023.11.09,23,생활 밀접형 플랫폼도 불안하다...전국 '빈대와 전쟁'에 초긴장
2023.11.09,24,쪽방촌·고시원은 빈대와의 전쟁…전국 의심 신고 30여 건
2023.11.09,25,제주 빈대 신고 없어…“유입 방지 총력 대응”
2023.11.09,26,"""빈대 막자"" 숙박업소·목욕탕"
2023.11.09,27,서울시에 빈대출현 23건 접수…오세훈 '빈대대책 전문가 간담회'
2023.11.09,28,"'빈대' 출몰 비상…오세훈 시장, 방제 전문가 의견 듣는다"
2023.11.09,29,"오세훈 서울시장, '서울시 빈대대책 전문가' 간담회"
2023.11.09,30,"[포토] 코레일, 빈대 예방 총력...예산·인력·장비 집중"
2023.11.09,31,"""지하철·버스 빈대 전파 가능성 낮아""…전문가가 장담한 이유"
2023.11.09,32,"전북도, 전국적 빈대 출현에 확산방지팀 구성"
2023.11.09,33,"천안시, '빈대 합동대책본부' 가동… 빈대 예방 선제 대응"
2023.11.09,34,"서울교통공사 파업 강행, 지하철 역사 쥐는 누가 잡나"
2023.11.09,35,"""열차내 유입 막아라""…코레일,'빈대와의 전쟁'선포"
2023.11.09,36,"코레일 ""빈대 발견 신고 아직 없어…예산·인력 등 총력 대응"""
2023.11.09,37,"코레일, 현재까지 빈대 발생 전무…예방 총력 대응"
2023.11.09,38,"코레일, KTX와 전철 '빈대 예방' 총력 대응"
2023.11.09,39,외국인 많은 수원역 ‘빈대 공포’ 확산…“자리 앉기 두려워”
2023.11.09,40,빈대로 난리인데 '쥐'까지 출몰한 서울 지하철 상황
2023.11.09,41,"코레일, '빈대 예방' 전사 대응"
2023.11.09,42,"제주는 안 뚫렸는데…""빈대 물릴까봐 여행 취소"" 공포 확산"
2023.11.09,43,천안시 '빈대 합동대책본부' 가동…상담창구 등 운영
2023.11.09,44,"전국 '빈대 주의보'에 코레일, 열차 등 방제 현황 집중 점검"
2023.11.09,45,천안시 '빈대 합동대책본부' 본격 가동
2023.11.09,46,빈대 걱정만 했는데…지하철 역사서 커다란 쥐 출몰
2023.11.09,47,"코레일, 빈대 예방에 총력 대응"
2023.11.09,48,지하철로 빈대 전파된다? “가능성 낮다”…전문가가 본 ‘빈대 공포’
2023.11.09,49,'전국적으로 빈대 주의보 발령중' 천안시 선제적 '빈대 합동대책본부' ...
2023.11.09,50,지하철서 '빈대' 옮을 가능성은?..전문가 견해 들어보니
2023.11.09,51,"코레일, 빈대 예방에 총력 대응한다"
2023.11.09,52,"전국이 빈대 때문에 난리…오세훈 서울시장, 빈대 대책 논의"
2023.11.09,53,"천안시, 빈대 예방 나서...'합동대책본부' 가동"
2023.11.09,54,"코레일 ""철도 분야 빈대 관련 피해 예방 총력"""
2023.11.09,55,"코레일, 빈대 차단 총력…해충 차단 합동대책본부 가동"
2023.11.09,56,KTX타고 부산가는데 빈대 괜찮을까요?…‘빈대 방제기동반’까지 꾸렸다
2023.11.09,57,충남 아산 한 원룸서 빈대 확인
2023.11.09,58,"서울 지하철, 빈대 공포 이어 쥐까지 출몰?…2호선 역사서 목격"
2023.11.09,59,"코레일, '빈대와의 전쟁' 나선다...""예산·인력 등 총력 대응"""
2023.11.09,60,"""빈대 23건"" 서울시 공식 집계…이르면 내일 새 살충제 긴급승인"
2023.11.09,61,"코레일, '빈대와의 전쟁' 나선다...""예산·인력 등 총력 대응"""
2023.11.09,62,"빈대 공포 확산…천안시, ‘빈대 합동대책본부’ 가동"
2023.11.09,63,[뉴스포커스] 지하철 의자에? 택배 상자에?…'빈대 공포' 진실은
2023.11.09,64,천안시 '빈대 합동대책본부' 가동…예방 선제 대응
2023.11.09,65,"[뉴스킹] 전문가 ""빈대, 사람 피가 유일한 먹이..물리면 불면증 스트레..."
2023.11.09,66,"'빈대와의 전쟁'에 나서는 정부, 신형 살충제 긴급 승인해 '빈대 포비아..."
2023.11.09,67,"코레일, 빈대 예방 '총력'...전담팀 운영·전사적 대응"
2023.11.09,68,"코레일, 빈대 예방 총력 대응"
2023.11.09,69,"빈대 예방 총력… 코레일, 예산·인력·장비 집중해 전사 대응"
2023.11.09,70,"한국공항공사-세스코, 김포·제주 등 전국 14개 공항 '빈대 차단' 3단계..."
2023.11.09,71,빈대 잡으려다 초가삼간 태운 이유 있었다
2023.11.09,72,"서울시, 대중교통 빈대 방역 대책 선제적 추진…차량 집중 방역 강화"
2023.11.09,73,고열스팀으로 빈대 방역
2023.11.09,74,빈대 공포 확산...쪽방촌 방역 나선 서울시
2023.11.09,75,'빈대 막아라'...쪽방촌 빈대 방역
2023.11.09,76,쪽방촌 빈대 방역
2023.11.09,77,쪽방촌 빈대 선제 방역
2023.11.09,78,장판 밑도 구석구석
2023.11.09,79,빈대 방역하는 방역업체 직원들
2023.11.09,80,"서울시, 쪽방촌 일대 빈대 방역"
2023.11.09,81,주거취약시설 빈대 방역
2023.11.09,82,제주도 '빈대 막자'....전국적인 빈대 출현 '초비상'
2023.11.09,83,"전문가 ""빈대, 사람 피가 유일한 먹이..물리면 불면증 스트레스 등 유발..."
2023.11.09,84,잇따르는 빈대 출현 신고에 불안감 확산 ... 전국 빈대 잡기 비상
2023.11.09,85,빈대 퇴치의 날
2023.11.09,86,'구석구석 꼼꼼하게'
2023.11.09,87,'빈대 퇴치'...쪽방촌 사전 방역
2023.11.09,88,쪽방촌 빈대 퇴치의 날
2023.11.09,89,빈대 소독하는 방역업체 직원
2023.11.09,90,지하철에 빈대가? “장기 서식은 어려워…귀가 전 외투 터세요”
2023.11.09,91,'빈대 퇴치'...쪽방촌 사전 방역
2023.11.09,92,쪽방촌 빈대소독 나선 서울시
2023.11.09,93,"코레일, 빈대 예방에 총력 대응"
2023.11.09,94,서울 지하철 '쥐하철' 되나..퇴근길 나타나 시민 경악케 한 쥐
2023.11.09,95,"""빈대 흡혈량 모기의 7배, 10분간 쪽쪽…불면증까지 온다"" 대학교수 지적"
2023.11.09,96,코로나 방역 모범국에 ‘빈대 팬데믹’ 공포…한국 대책에 쏠린 눈
2023.11.09,97,'빈대 퇴치의 날'...쪽방촌 빈대 대비 선제 방역 [TF사진관]
2023.11.09,98,'빈대' 주의보 확산…매트리스 케어 반사이익 가능성
2023.11.09,99,빈대 퇴치 위한 선제 방역 [포토]
2023.11.09,100,쪽방촌 빈대 예방 위한 사전 방역 [포토]
2023.11.09,101,'빈대 확산' 우려... 선제 방역하는 쪽방촌 [포토]
2023.11.09,102,“지하철 직물의자 찝찝해요”… 빈대 확산 ‘불안감’
2023.11.09,103,"공항공사, 전국 14개 공항 '빈대 차단 대응 체계' 구축"
2023.11.09,104,"오세훈 시장, '빈대'대책 전문가 간담회...실효적 방제 논의"
2023.11.09,105,'빈대퇴치' 쪽방촌 사전 방역
2023.11.09,106,주거취약시설 '빈대퇴치' 사전방역
2023.11.09,107,"순천시, 13일부터 빈대 확산 집중 방지 발벗고 나섰다"
2023.11.09,108,쪽방촌 '빈대퇴치' 작업
2023.11.09,109,"[프레스룸LIVE-LIVE PICK] '빈대 포비아' 확산 / 'ㄱ, ㄴ, L, N, Z' 패턴 주..."
2023.11.09,110,"'빈대 막아라'…코레일, 대책회의 열고 해충 차단 방안 긴급 점검"
2023.11.09,111,"“빈대, 흡혈량은 모기의 7배, 더 가렵고 불면증까지 온다”"
2023.11.09,112,"“빈대, 모기보다 흡혈량 7배… 더 가렵고 불면증까지 유발”"
2023.11.09,113,빈대 실시간 출몰 확인하는 '빈대보드' 홈페이지까지 나왔다
2023.11.09,114,"천안시, '빈대 합동대책본부' 가동… 빈대 예방 선제 대응"
2023.11.09,115,전국에서 빈대 출몰 비상...충남 천안시도 합동대책본부 가동
2023.11.09,116,"동작구, 빈대 퇴치·선제적 방제 총력 대응"
2023.11.09,117,"코레일, 빈대 차단 총력… 해충 차단 합동대책본부 가동"
2023.11.09,118,“지하철 탔다가 빈대 옮는거 아냐?”…해충차단 긴급작전 한다는데
2023.11.09,119,천안시 ‘빈대 합동대책본부’ 가동…상담창구 등 운영
2023.11.09,120,전국 곳곳 빈대 출몰에…학교도 '방역 비상'
2023.11.09,121,"'전국 곳곳 빈대 출몰' 서울시, 빈대 관련 선제 방역작업 [뉴시스Pic]"
2023.11.09,122,"[포토] 배재대, 생활관 빈대 예방 소독·방역진행"
2023.11.09,123,배재대 국제언어생활관 빈대 예방 소독/방역진행
2023.11.09,124,"대중교통 통해 빈대 옮을까? 전문가가 직접 입을 열었고, 안심되는 동시..."
2023.11.09,125,"순천시, 빈대 확산 집중 방지"
2023.11.09,126,지하철로 빈대 전파? “증식 가능성 낮아…귀가 전 옷 털어라”
2023.11.09,127,"""이젠 빈대 걱정 덜할듯""…184도 '고온 스팀' 쪽방촌 방역[현장]"
2023.11.09,128,[단독]서울지하철서 빈대 의심 8건 접수…확인결과 '미발견'
2023.11.09,129,"서울교육청, 학교 '빈대 긴급점검'…소독 시기도 앞당겨"
2023.11.09,130,"""손만 잘 씻어도 감염병 예방가능"" 이동한 경남권질병대응센터장[인터뷰..."
2023.11.09,131,서울 지하철 역사 내부 쥐 출몰… “빈대도 비상인데”
2023.11.09,132,"안전한 동작, 빈대 퇴치·선제적 방제 총력 대응"
2023.11.09,133,"순천시, 빈대 확산 집중 방지 기간 운영"
2023.11.09,134,[르포] 대학로까지 번진 ‘빈대 포비아’…극장 빈대 방역 현장 가보니
2023.11.09,135,"배재대학교, 빈대 예방 소독·방역 진행"
